controller,profile_id,case_id,time_step,target_throughput,current_throughput,error,current_replicas,desired_replicas,safe_replicas,applied_replica_delta,raw_control_signal,clipped_control_signal,constraint_violation,next_throughput
reference_p_only_v0.14.3,elevated_profile,elevated_step_up,32,120.0,127.43880654059902,-7.438806540599018,5,3,3,-2,-2.603582289209656,-2.0,0,119.20716457841931
reference_p_only_v0.14.3,elevated_profile,elevated_step_up,33,120.0,119.20716457841931,0.7928354215806905,3,3,3,0,0.2774923975532417,0.2774923975532417,0,113.44501520489351
reference_p_only_v0.14.3,elevated_profile,elevated_step_up,34,120.0,113.44501520489351,6.554984795106492,3,5,5,2,2.294244678287272,2.0,0,127.41151064342544
reference_p_only_v0.14.3,elevated_profile,elevated_step_up,35,120.0,127.41151064342544,-7.411510643425444,5,3,3,-2,-2.594028725198905,-2.0,0,119.1880574503978
reference_p_only_v0.14.3,elevated_profile,elevated_step_up,36,120.0,119.1880574503978,0.8119425496021933,3,3,3,0,0.2841798923607676,0.2841798923607676,0,113.43164021527846
reference_p_only_v0.14.3,elevated_profile,elevated_step_up,37,120.0,113.43164021527846,6.568359784721537,3,5,5,2,2.2989259246525378,2.0,0,127.40214815069491
reference_p_only_v0.14.3,elevated_profile,elevated_step_up,38,120.0,127.40214815069491,-7.402148150694913,5,3,3,-2,-2.590751852743219,-2.0,0,119.18150370548643
reference_p_only_v0.14.3,elevated_profile,elevated_step_up,39,120.0,119.18150370548643,0.8184962945135652,3,3,3,0,0.2864737030797478,0.2864737030797478,0,113.4270525938405
reference_p_only_v0.14.3,elevated_profile,elevated_step_up,40,120.0,113.4270525938405,6.5729474061595,3,5,5,2,2.3005315921558247,2.0,0,127.39893681568834
reference_p_only_v0.14.3,elevated_profile,elevated_step_up,41,120.0,127.39893681568834,-7.398936815688344,5,3,3,-2,-2.5896278854909203,-2.0,0,119.17925577098184
reference_p_only_v0.14.3,elevated_profile,elevated_step_up,42,120.0,119.17925577098184,0.8207442290181604,3,3,3,0,0.2872604801563561,0.2872604801563561,0,113.42547903968729
reference_p_only_v0.14.3,elevated_profile,elevated_step_up,43,120.0,113.42547903968729,6.574520960312711,3,5,5,2,2.301082336109449,2.0,0,127.3978353277811
reference_p_only_v0.14.3,elevated_profile,elevated_step_up,44,120.0,127.3978353277811,-7.397835327781095,5,3,3,-2,-2.589242364723383,-2.0,0,119.17848472944677
reference_p_only_v0.14.3,elevated_profile,elevated_step_up,45,120.0,119.17848472944677,0.8215152705532347,3,3,3,0,0.28753034469363214,0.28753034469363214,0,113.42493931061273
reference_p_only_v0.14.3,elevated_profile,elevated_step_up,46,120.0,113.42493931061273,6.575060689387271,3,5,5,2,2.3012712412855447,2.0,0,127.3974575174289
reference_p_only_v0.14.3,elevated_profile,elevated_step_up,47,120.0,127.3974575174289,-7.397457517428904,5,3,3,-2,-2.5891101311001163,-2.0,0,119.17822026220023
reference_p_only_v0.14.3,elevated_profile,elevated_step_up,48,120.0,119.17822026220023,0.8217797377997726,3,3,3,0,0.2876229082299204,0.2876229082299204,0,113.42475418354016
reference_p_only_v0.14.3,elevated_profile,elevated_step_up,49,120.0,113.42475418354016,6.575245816459841,3,5,5,2,2.301336035760944,2.0,0,127.3973279284781
reference_p_only_v0.14.3,elevated_profile,elevated_step_up,50,120.0,127.3973279284781,-7.397327928478106,5,3,3,-2,-2.589064774967337,-2.0,0,119.17812954993467
reference_p_only_v0.14.3,elevated_profile,elevated_step_up,51,120.0,119.17812954993467,0.8218704500653331,3,3,3,0,0.28765465752286656,0.28765465752286656,0,113.42469068495426
reference_p_only_v0.14.3,elevated_profile,elevated_step_up,52,120.0,113.42469068495426,6.575309315045743,3,5,5,2,2.30135826026601,2.0,0,127.39728347946797
reference_p_only_v0.14.3,elevated_profile,elevated_step_up,53,120.0,127.39728347946797,-7.397283479467973,5,3,3,-2,-2.5890492178137903,-2.0,0,119.17809843562758
reference_p_only_v0.14.3,elevated_profile,elevated_step_up,54,120.0,119.17809843562758,0.8219015643724248,3,3,3,0,0.2876655475303487,0.2876655475303487,0,113.4246689049393
reference_p_only_v0.14.3,elevated_profile,elevated_step_up,55,120.0,113.4246689049393,6.5753310950607045,3,5,5,2,2.3013658832712465,2.0,0,127.3972682334575
reference_p_only_v0.14.3,elevated_profile,elevated_step_up,56,120.0,127.3972682334575,-7.3972682334574955,5,3,3,-2,-2.5890438817101233,-2.0,0,119.17808776342024
reference_p_only_v0.14.3,elevated_profile,elevated_step_up,57,120.0,119.17808776342024,0.8219122365797631,3,3,3,0,0.28766928280291704,0.28766928280291704,0,113.42466143439417
reference_p_only_v0.14.3,elevated_profile,elevated_step_up,58,120.0,113.42466143439417,6.575338565605833,3,5,5,2,2.3013684979620415,2.0,0,127.39726300407591
reference_p_only_v0.14.3,elevated_profile,elevated_step_up,59,120.0,127.39726300407591,-7.39726300407591,5,3,3,-2,-2.5890420514265684,-2.0,0,119.17808410285313
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,0,80.0,95.0,-15.0,3,1,1,-2,-5.25,-2.0,0,70.33333333333334
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,1,80.0,70.33333333333334,9.666666666666657,1,3,3,2,3.3833333333333298,2.0,0,82.2
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,2,80.0,82.2,-2.200000000000003,3,2,2,-1,-0.7700000000000009,-0.7700000000000009,0,75.98666666666668
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,3,80.0,75.98666666666668,4.013333333333321,2,3,3,1,1.4046666666666623,1.4046666666666623,0,85.59200000000001
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,4,80.0,85.59200000000001,-5.592000000000013,3,1,1,-2,-1.9572000000000045,-1.9572000000000045,0,64.68853333333334
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,5,80.0,64.68853333333334,15.31146666666666,1,3,3,2,5.359013333333331,2.0,0,78.81312
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,6,80.0,78.81312,1.1868800000000022,3,3,3,0,0.4154080000000007,0.4154080000000007,0,87.287872
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,7,80.0,87.287872,-7.287871999999993,3,1,1,-2,-2.5507551999999976,-2.0,0,65.70605653333334
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,8,80.0,65.70605653333334,14.293943466666661,1,3,3,2,5.002880213333331,2.0,0,79.42363392
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,9,80.0,79.42363392,0.5763660799999997,3,3,3,0,0.20172812799999987,0.20172812799999987,0,87.654180352
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,10,80.0,87.654180352,-7.654180351999997,3,1,1,-2,-2.678963123199999,-2.0,0,65.92584154453334
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,11,80.0,65.92584154453334,14.074158455466659,1,3,3,2,4.925955459413331,2.0,0,79.55550492672
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,12,80.0,79.55550492672,0.44449507327999527,3,3,3,0,0.15557327564799833,0.15557327564799833,0,87.73330295603199
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,13,80.0,87.73330295603199,-7.7333029560319915,3,1,1,-2,-2.7066560346111967,-2.0,0,65.97331510695253
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,14,80.0,65.97331510695253,14.026684893047474,1,3,3,2,4.909339712566616,2.0,0,79.5839890641715
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,15,80.0,79.5839890641715,0.4160109358284956,3,3,3,0,0.14560382753997345,0.14560382753997345,0,87.7503934385029
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,16,80.0,87.7503934385029,-7.750393438502897,3,1,1,-2,-2.712637703476014,-2.0,0,65.98356939643507
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,17,80.0,65.98356939643507,14.016430603564928,1,3,3,2,4.905750711247724,2.0,0,79.59014163786105
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,18,80.0,79.59014163786105,0.409858362138948,3,3,3,0,0.1434504267486318,0.1434504267486318,0,87.75408498271662
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,19,80.0,87.75408498271662,-7.75408498271662,3,1,1,-2,-2.7139297439508168,-2.0,0,65.9857843229633
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,20,80.0,65.9857843229633,14.014215677036702,1,3,3,2,4.9049754869628455,2.0,0,79.59147059377798
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,21,80.0,79.59147059377798,0.4085294062220157,3,3,3,0,0.1429852921777055,0.1429852921777055,0,87.75488235626679
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,22,80.0,87.75488235626679,-7.754882356266791,3,1,1,-2,-2.7142088246933764,-2.0,0,65.9862627470934
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,23,80.0,65.9862627470934,14.013737252906594,1,3,3,2,4.904808038517308,2.0,0,79.59175764825605
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,24,80.0,79.59175764825605,0.40824235174395085,3,3,3,0,0.14288482311038278,0.14288482311038278,0,87.75505458895363
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,25,80.0,87.75505458895363,-7.755054588953627,3,1,1,-2,-2.714269106133769,-2.0,0,65.98636608670552
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,26,80.0,65.98636608670552,14.013633913294484,1,3,3,2,4.904771869653069,2.0,0,79.5918196520233
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,27,80.0,79.5918196520233,0.4081803479766961,3,3,3,0,0.14286312179184363,0.14286312179184363,0,87.75509179121397
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,28,80.0,87.75509179121397,-7.755091791213971,3,1,1,-2,-2.7142821269248896,-2.0,0,65.98638840806171
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,29,80.0,65.98638840806171,14.013611591938286,1,3,3,2,4.9047640571784,2.0,0,79.59183304483702
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,30,80.0,79.59183304483702,0.40816695516298296,3,3,3,0,0.14285843430704404,0.14285843430704404,0,87.75509982690221
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,31,80.0,87.75509982690221,-7.75509982690221,3,1,1,-2,-2.7142849394157733,-2.0,0,65.98639322947466
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,32,80.0,65.98639322947466,14.013606770525342,1,3,3,2,4.904762369683869,2.0,0,79.59183593768479
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,33,80.0,79.59183593768479,0.4081640623152083,3,3,3,0,0.1428574218103229,0.1428574218103229,0,87.75510156261088
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,34,80.0,87.75510156261088,-7.755101562610875,3,1,1,-2,-2.714285546913806,-2.0,0,65.98639427089986
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,35,80.0,65.98639427089986,14.013605729100135,1,3,3,2,4.904762005185047,2.0,0,79.59183656253992
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,36,80.0,79.59183656253992,0.40816343746007533,3,3,3,0,0.14285720311102634,0.14285720311102634,0,87.75510193752396
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,37,80.0,87.75510193752396,-7.7551019375239605,3,1,1,-2,-2.714285678133386,-2.0,0,65.98639449584772
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,38,80.0,65.98639449584772,14.013605504152281,1,3,3,2,4.904761926453298,2.0,0,79.59183669750863
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,39,80.0,79.59183669750863,0.4081633024913742,3,3,3,0,0.14285715587198097,0.14285715587198097,0,87.75510201850517
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,40,80.0,87.75510201850517,-7.75510201850517,3,1,1,-2,-2.7142857064768093,-2.0,0,65.98639454443644
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,41,80.0,65.98639454443644,14.013605455563564,1,3,3,2,4.904761909447247,2.0,0,79.59183672666185
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,42,80.0,79.59183672666185,0.40816327333814684,3,3,3,0,0.1428571456683514,0.1428571456683514,0,87.75510203599711
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,43,80.0,87.75510203599711,-7.755102035997112,3,1,1,-2,-2.714285712598989,-2.0,0,65.98639455493159
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,44,80.0,65.98639455493159,14.013605445068407,1,3,3,2,4.904761905773942,2.0,0,79.59183673295895
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,45,80.0,79.59183673295895,0.4081632670410471,3,3,3,0,0.14285714346436648,0.14285714346436648,0,87.75510203977538
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,46,80.0,87.75510203977538,-7.75510203977538,3,1,1,-2,-2.7142857139213827,-2.0,0,65.98639455719857
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,47,80.0,65.98639455719857,14.013605442801435,1,3,3,2,4.904761904980502,2.0,0,79.59183673431914
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,48,80.0,79.59183673431914,0.40816326568085515,3,3,3,0,0.1428571429882993,0.1428571429882993,0,87.75510204059148
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,49,80.0,87.75510204059148,-7.755102040591481,3,1,1,-2,-2.7142857142070183,-2.0,0,65.98639455768821
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,50,80.0,65.98639455768821,14.013605442311786,1,3,3,2,4.904761904809124,2.0,0,79.59183673461293
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,51,80.0,79.59183673461293,0.40816326538707415,3,3,3,0,0.14285714288547594,0.14285714288547594,0,87.75510204076775
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,52,80.0,87.75510204076775,-7.755102040767753,3,1,1,-2,-2.7142857142687133,-2.0,0,65.98639455779399
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,53,80.0,65.98639455779399,14.013605442206014,1,3,3,2,4.904761904772105,2.0,0,79.59183673467639
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,54,80.0,79.59183673467639,0.40816326532360847,3,3,3,0,0.14285714286326295,0.14285714286326295,0,87.75510204080584
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,55,80.0,87.75510204080584,-7.755102040805838,3,1,1,-2,-2.714285714282043,-2.0,0,65.98639455781684
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,56,80.0,65.98639455781684,14.013605442183163,1,3,3,2,4.904761904764107,2.0,0,79.5918367346901
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,57,80.0,79.5918367346901,0.408163265309895,3,3,3,0,0.14285714285846324,0.14285714285846324,0,87.75510204081405
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,58,80.0,87.75510204081405,-7.755102040814052,3,1,1,-2,-2.7142857142849177,-2.0,0,65.98639455782177
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,59,80.0,65.98639455782177,14.013605442178232,1,3,3,2,4.904761904762381,2.0,0,79.59183673469306
